	0.333333333333
Type II secretory pathway, ATPase PulE/Tfp pilus assembly pathway, ATPase PilB	1.0
probable periplasmic protein Cj0610c {imported} - Campylobacter jejuni (strain NCTC 11168)	0.166666666667
Preprotein translocase secY subunit (TC 3.A.5.1.1)	1.0
tRNA-Ala-GGC	1.0
Conjugal transfer protein TrbG/VirB9/CagX	0.333333333333
Aminotransferase, DegT/DnrJ/EryC1/StrS family	0.333333333333
Preprotein translocase subunit SecE (TC 3.A.5.1.1)	0.5
Glycosyltransferase (EC 2.4.1.-)	0.833333333333
possible Bacterial Ig-like domain (group 1)	0.333333333333
TetR-family transcriptional regulator	0.166666666667
2'-5' RNA ligase	0.333333333333
flagellar basal-body rod protein FlgB	0.5
ATPase component BioM of energizing module of biotin ECF transporter	0.166666666667
ABC transporter involved in cytochrome c biogenesis, ATPase component CcmA	0.166666666667
phage integrase	0.5
FIG002379: metal-dependent hydrolase	0.166666666667
LSU ribosomal protein L5p (L11e)	1.0
Peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8)	1.0
FIG071646: Sugar transferase	0.166666666667
FIG01047465: hypothetical protein	0.166666666667
aminopeptidase	0.833333333333
Acetylornithine aminotransferase (EC 2.6.1.11)	1.0
Mg(2+) transport ATPase protein C	0.833333333333
putative bleomycin resistance protein	0.333333333333
Nucleoside 5-triphosphatase RdgB (dHAPTP, dITP, XTP-specific) (EC 3.6.1.15)	1.0
ribonuclease	0.333333333333
electron transport protein/SenC	0.833333333333
Ribulose-phosphate 3-epimerase (EC 5.1.3.1)	1.0
Hexose phosphate uptake regulatory protein UhpC	0.166666666667
Gentisate 1,2-dioxygenase (EC 1.13.11.4)	0.166666666667
FIG00497538: hypothetical protein	0.166666666667
M38 (beta-aspartyl dipeptidase) family protein	0.166666666667
FIG00457418: hypothetical protein	0.166666666667
ATP-dependent Clp protease ATP-binding subunit ClpA	1.0
Chemotaxis response regulator protein-glutamate methylesterase CheB (EC 3.1.1.61)	0.666666666667
UDP-galactose-lipid carrier transferase (EC 2.-.-.-)	0.666666666667
tRNA-Lys-CTT	1.0
tRNA-Val-GAC	1.0
2,4-diketo-3-deoxy-L-fuconate hydrolase	0.166666666667
general stress protein	0.166666666667
Lipid IVA 3-deoxy-D-manno-octulosonic acid transferase (EC 2.4.99.12) [often with (EC 2.4.99.13) also]	0.166666666667
Phytoene desaturase, pro-zeta-carotene producing (EC 1.-.-.-)	0.833333333333
Signal transduction histidine kinase CheA (EC 2.7.3.-)	0.833333333333
Protease II (EC 3.4.21.83)	1.0
DSBA oxidoreductase	1.0
Xaa-Pro aminopeptidase (EC 3.4.11.9)	0.666666666667
NAD-dependent formate dehydrogenase (EC 1.2.1.2)	0.166666666667
Nitric oxide-dependent regulator DnrN or NorA	0.166666666667
Cytotoxic translational repressor of toxin-antitoxin stability system	0.166666666667
Biotin carboxylase of acetyl-CoA carboxylase (EC 6.3.4.14)	1.0
PrpF protein involved in 2-methylcitrate cycle	0.166666666667
Chitinase (EC 3.2.1.14)	0.833333333333
ATP-dependent Clp protease ATP-binding subunit ClpX	1.0
Epoxyqueuosine (oQ) reductase QueG	0.166666666667
transcriptional regulator	0.666666666667
oxidoreductase, Gfo/Idh/MocA family/transferase hexapeptide repeat protein	0.166666666667
DNA-directed RNA polymerase beta subunit (EC 2.7.7.6)	1.0
response regulator	0.333333333333
Penicillin amidase family protein	0.5
Endonuclease IV (EC 3.1.21.2)	1.0
Phosphoadenylyl-sulfate reductase [thioredoxin] (EC 1.8.4.8) / Adenylyl-sulfate reductase [thioredoxin] (EC 1.8.4.10)	1.0
Glutamate carboxypeptidase II( EC:3.4.17.21 )	1.0
Polysaccharide deacetylase	0.666666666667
general secretion pathway protein G	0.5
Phage integrase	0.166666666667
Endoglucanase D precursor (EC 3.2.1.4)	0.333333333333
thiosulfate reductase cytochrome b subunit /protein_id=	0.166666666667
Short-chain dehydrogenase/reductase SDR	0.333333333333
cation efflux system protein	0.166666666667
FIG00545367: hypothetical protein	0.166666666667
Radical SAM domain protein	1.0
conserved hypothetical protein	0.833333333333
beta-lactamase-like	0.166666666667
Inactive homolog of metal-dependent proteases, putative molecular chaperone	0.833333333333
Forkhead-associated protein	0.166666666667
Pyridine nucleotide-disulphide oxidoreductase associated with reductive pyrimidine catabolism	0.666666666667
protein of unknown function DUF427	0.666666666667
FIG00574910: hypothetical protein	0.5
Lipopolysaccharide heptosyltransferase I (EC 2.4.1.-)	1.0
histidine kinase( EC:2.7.13.3 )	0.166666666667
NfuA Fe-S protein maturation	0.166666666667
Multiple antibiotic resistance protein marC	0.833333333333
Homogentisate 1,2-dioxygenase (EC 1.13.11.5)	0.5
2-oxoglutarate oxidoreductase, beta subunit (EC 1.2.7.3)	0.333333333333
Type II/IV secretion system ATPase TadZ/CpaE, associated with Flp pilus assembly	0.666666666667
Hydroxymethylpyrimidine phosphate synthase ThiC	0.833333333333
putative alpha-dextrin endo-1, 6-alpha-glucosidase	0.5
oxidoreductase domain protein	0.833333333333
Outer membrane protein A precursor	1.0
Ribokinase (EC 2.7.1.15)	1.0
Putative phophoslipid binding protein	0.166666666667
Y4hR	0.166666666667
Histidyl-tRNA synthetase (EC 6.1.1.21)	1.0
hypothetical oxidoreductase	0.166666666667
FIG00975013: hypothetical protein	0.333333333333
Precorrin-6A synthase (EC 2.1.1.152)	0.5
Cupin domain-containing protein	0.166666666667
nitroreductase family protein	0.5
COG3533 secreted protein	0.166666666667
FIG01081909: hypothetical protein	0.166666666667
Transcriptional regulator, GntR family domain / Aspartate aminotransferase (EC 2.6.1.1)	0.5
DGPFAETKE family protein	0.166666666667
putative cytochrome P460	0.166666666667
COGs COG3558	0.666666666667
FIG01125469: hypothetical protein	0.5
Hypothetical Protein	0.333333333333
Mlr9349 protein	0.333333333333
Cysteine desulfurase (EC 2.8.1.7), SufS subfamily	0.166666666667
Alpha-glucosidase (EC 3.2.1.20)	1.0
Nitroreductase family protein	0.333333333333
Site-specific recombinases, DNA invertase Pin homologs	0.333333333333
FIG00346669: hypothetical protein	1.0
Threonyl-tRNA synthetase (EC 6.1.1.3)	1.0
GGDEF family protein	0.5
peptidase, M20/M25/M40 family	0.333333333333
Molybdopterin oxidoreductase, iron-sulfur binding subunit (EC 1.2.7.-)	0.833333333333
ABC efflux pump, inner membrane subunit	0.833333333333
Cysteine desulfurase (EC 2.8.1.7)	1.0
RNA-binding protein Jag	0.666666666667
putative polysaccharide export protein	0.166666666667
Alpha-glucuronidase (EC 3.2.1.139)	0.333333333333
glycosyl transferase, family 39	0.5
Dihydrodipicolinate reductase (EC 1.3.1.26)	0.833333333333
Heparanase	0.166666666667
FIG01124596: hypothetical protein	0.5
S-adenosylmethionine:tRNA ribosyltransferase-isomerase (EC 5.-.-.-)	1.0
Chaperone protein DnaK	1.0
DNA-binding response regulator, AraC family	0.166666666667
Deoxyribose-phosphate aldolase (EC 4.1.2.4)	1.0
Phytanoyl-CoA dioxygenase	0.333333333333
Candidate 1: dienelactone hydrolase	0.666666666667
DNA-binding protein HU-alpha	1.0
DNA-damage-inducible protein J	0.833333333333
Amidases related to nicotinamidase	0.166666666667
histidine triad (HIT) protein	0.666666666667
Sensor histidine kinase PrrB (RegB) (EC 2.7.3.-)	0.166666666667
LSU ribosomal protein L2p (L8e)	1.0
16S rRNA (cytosine(967)-C(5))-methyltransferase (EC 2.1.1.176)	0.166666666667
ATP-dependent carboxylate-amine ligase domain protein, ATP-grasp	0.5
Small heat shock protein	0.333333333333
Methyltransferase (EC 2.1.1.-)	0.833333333333
FIG00560812: hypothetical protein	0.166666666667
AAA ATPase, central region	0.166666666667
PROBABLE TRANSMEMBRANE PROTEIN	0.333333333333
FIG01179332: hypothetical protein	0.166666666667
metal-dependent phosphohydrolase	0.166666666667
Cell division protein FtsA	1.0
Hypothetical protein UPF0052	0.833333333333
LSU ribosomal protein L1p (L10Ae)	1.0
Arabinose-proton symporter	1.0
FIG00466861: hypothetical protein	0.666666666667
Large-conductance mechanosensitive channel	1.0
Cell division protein FtsK	1.0
Cell division protein FtsL	0.166666666667
NAD binding oxidoreductase	0.166666666667
Cell division protein FtsQ	1.0
Fe-S oxidoreductase	1.0
Cell division protein FtsW	1.0
ABC-type multidrug transport system, ATPase component	0.333333333333
Cell division protein FtsX	1.0
COG3293: Transposase and inactivated derivatives	0.333333333333
DNA-binding response regulator	0.666666666667
Large protein containing transglutaminase-like domain	0.333333333333
Homoserine O-acetyltransferase (EC 2.3.1.31)	0.833333333333
probable alpha helix chain yaiN	0.166666666667
GGDEF domain protein	0.333333333333
Periplasmic aromatic amino acid aminotransferase beta precursor (EC 2.6.1.57)	0.5
Pantothenate kinase type III, CoaX-like (EC 2.7.1.33)	1.0
Dipeptide-binding ABC transporter, periplasmic substrate-binding component (TC 3.A.1.5.2)	0.833333333333
FIG01220087: hypothetical protein	0.166666666667
DNA-binding response regulator, LuxR family	0.833333333333
L-fucose dehydrogenase	0.166666666667
Peptidoglycan N-acetylglucosamine deacetylase (EC 3.5.1.-)	0.833333333333
Ribonucleotide reductase of class II (coenzyme B12-dependent) (EC 1.17.4.1)	0.833333333333
hypothetical protein-transmembrane prediction	0.333333333333
Peptidyl-prolyl cis-trans isomerase ppiD (EC 5.2.1.8)	0.833333333333
Mesenchymal stem cell protein DSCD75	0.166666666667
LysR family transcriptional regulator	0.166666666667
Methionyl-tRNA formyltransferase (EC 2.1.2.9)	1.0
Peptidase, S41 family	0.166666666667
Possible periplasmic aspartyl protease	0.333333333333
metal dependent phosphohydrolase	0.5
prolyl oligopeptidase family protein, putative	0.166666666667
tRNA-Pseudo-CCG	0.166666666667
Hypothetical membrane protein Rv2120c	0.833333333333
MotA/TolQ/ExbB proton channel family protein	1.0
FIG003461: hypothetical protein	0.166666666667
BLUF domain protein	0.166666666667
5'-methylthioadenosine phosphorylase (EC 2.4.2.28)	1.0
5-Hydroxyisourate Hydrolase (HIUase) (EC 3.5.2.17)	0.666666666667
4-amino-6-deoxy-N-Acetyl-D-hexosaminyl-(Lipid carrier) acetyltrasferase	0.166666666667
tRNA:Cm32/Um32 methyltransferase	0.833333333333
Creatinine amidohydrolase (EC 3.5.2.10)	0.5
Hydrolase, alpha/beta fold family	0.166666666667
Alpha-1,3-N-acetylgalactosamine transferase PglA (EC 2.4.1.-)	0.166666666667
6-phosphogluconolactonase (EC 3.1.1.31), eukaryotic type	1.0
Probable alkylhalidase homolog (EC 3.8.1.1)	0.166666666667
VpsC protein	0.166666666667
Spore germination protein	0.166666666667
protein of unknown function DUF817	0.333333333333
CTP:molybdopterin cytidylyltransferase	1.0
integrase family protein	0.333333333333
CcdC protein	0.333333333333
Transcriptional regulator	1.0
MJ0042 family finger-like protein	0.166666666667
Glycerol-3-phosphate transporter	0.166666666667
putative Pit accessory protein	0.166666666667
Methylthioribose-1-phosphate isomerase (EC 5.3.1.23)	1.0
putative oxygenase	0.666666666667
Myeloperoxidase, thyroid peroxidase, cyclooxygenase catalytic domain	0.333333333333
NADH-ubiquinone oxidoreductase chain F (EC 1.6.5.3)	1.0
Dihydrolipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex (EC 2.3.1.168)	1.0
MoaA/NifB/PqqE family protein MJ0619	0.166666666667
Choline dehydrogenase (EC 1.1.99.1)	0.333333333333
Mlr6204 protein	0.166666666667
Adenine specific DNA methylase (Mod-related)	0.333333333333
3-deoxy-D-manno-octulosonic-acid transferase (EC 2.-.-.-)	0.833333333333
protein of unknown function DUF140	0.833333333333
probable phage-related lysozyme( EC:3.2.1.17 )	0.333333333333
Phosphoheptose isomerase 1 (EC 5.3.1.-)	0.166666666667
FIG00453243: hypothetical protein	0.166666666667
Abortive infection protein	0.833333333333
RfbJ protein	0.166666666667
hypothetical cytosolic protein	0.166666666667
SSU ribosomal protein S1p	1.0
GNAT family acetyltransferase VC2332	0.166666666667
Probable ALANIN-rich signal peptide protein	0.5
Asparagine synthetase [glutamine-hydrolyzing] (EC 6.3.5.4)	0.666666666667
ROK-family transcriptional regulator	0.333333333333
putative dipeptidase	0.5
Periplasmic thiol:disulfide interchange protein DsbA	0.666666666667
bacteriophytochrome heme oxygenase BphO	0.666666666667
rRNA small subunit 7-methylguanosine (m7G) methyltransferase GidB	0.666666666667
putative sulfate-binding protein	0.166666666667
Glucosamine-6-phosphate deaminase (EC 3.5.99.6)	0.333333333333
TldE/PmbA protein, part of proposed TldE/TldD proteolytic complex (PMID 12029038)	0.833333333333
Hydroxyacylglutathione hydrolase (EC 3.1.2.6)	0.666666666667
protease Do	0.5
Fe-S protein, homolog of lactate dehydrogenase SO1521	0.5
Oxidoreductase	0.833333333333
Putative accessory processing protein	0.333333333333
putative uricase	0.333333333333
integral membrane sensor signal transduction histidine kinase	0.833333333333
Hydroxymethylglutaryl-CoA lyase (EC 4.1.3.4)	0.833333333333
protein of unknown function DUF497	0.5
tolB protein precursor, periplasmic protein involved in the tonb-independent uptake of group A colicins	1.0
FIG01046725: hypothetical protein	0.166666666667
Mll4708 protein	0.333333333333
Anaerobic dimethyl sulfoxide reductase chain B (EC 1.8.5.3)	0.166666666667
Serine--glyoxylate aminotransferase (EC 2.6.1.45)	1.0
Benzoylformate decarboxylase (EC 4.1.1.7)	0.333333333333
Gsl3413 protein	0.166666666667
response regulator receiver modulated metal dependent phosphohydrolase	0.166666666667
signal peptide peptidase SppA, 36K type	0.833333333333
membrane protein	0.666666666667
Glyoxalase/bleomycin resistance protein/dioxygenase	0.166666666667
Enolase (EC 4.2.1.11)	1.0
Dna binding response regulator PrrA (RegA)	0.166666666667
5'-methylthioadenosine nucleosidase (EC 3.2.2.16) / S-adenosylhomocysteine nucleosidase (EC 3.2.2.9)	0.666666666667
NADH:ubiquinone oxidoreductase subunit 5 (chain L)/Multisubunit Na+/H+ antiporter, MnhA subunit	0.333333333333
Probable lipopolysaccharide modification acyltransferase	0.5
ATP synthase delta chain (EC 3.6.3.14)	1.0
cold-shock DNA-binding domain protein	0.333333333333
Transcription accessory protein (S1 RNA-binding domain)	0.833333333333
Lactoylglutathione lyase and related lyases	0.166666666667
Formate efflux transporter (TC 2.A.44 family)	0.5
dienelactone hydrolase	0.166666666667
Transcriptional regulator, LacI family	0.5
FIG01125298: hypothetical protein	0.166666666667
ABC transporter ATP-binding protein	1.0
N-acetylglucosamine related transporter, NagX	1.0
FIG137776: Glycosyltransferase	0.166666666667
tRNA-Leu-CAG	1.0
Sulfur carrier protein adenylyltransferase ThiF	1.0
Rhs family protein	0.166666666667
Lysine decarboxylase family	0.666666666667
tRNA-Leu-CAA	1.0
Putative exported protein	0.5
Preprotein translocase subunit YajC (TC 3.A.5.1.1)	0.833333333333
FIG01082492: hypothetical protein	0.5
DNA polymerase III beta subunit (EC 2.7.7.7)	1.0
Cytochrome d ubiquinol oxidase subunit II (EC 1.10.3.-)	0.333333333333
TPR-domain containing protein	0.666666666667
Metal-dependent hydrolases of the beta-lactamase superfamily I	1.0
Type IV prepilin peptidase TadV/CpaA	0.5
Epoxide hydrolase	0.333333333333
Caa(3)-type oxidase, subunit IV	0.833333333333
DinB family protein	0.166666666667
Phosphatidylserine decarboxylase (EC 4.1.1.65)	1.0
Conserved protein	0.166666666667
putative RNA polymerase sigma factor	0.333333333333
NAD-dependent malic enzyme (EC 1.1.1.38)	0.833333333333
cell processes; transport of small molecules; amino acids, amines, peptides	0.166666666667
Protein RtcB	0.166666666667
conserved hypothetical protein-putative peroxiredoxin	0.166666666667
Ig-like, group 2	0.166666666667
Two-component sensor histidine kinase	1.0
Octaprenyl-diphosphate synthase (EC 2.5.1.-)	0.833333333333
6-phospho-beta-glucosidase	0.166666666667
Integrase, catalytic region	0.333333333333
GDB1 like ass w/ COG3533Xanth	0.5
pathogenesis related protein	0.166666666667
FIG01084778: hypothetical protein	0.5
Leucine-responsive regulatory protein, regulator for leucine (or lrp) regulon and high-affinity branched-chain amino acid transport system	0.166666666667
Ribosomal large subunit pseudouridine synthase D (EC 4.2.1.70)	1.0
conserved domain protein	0.333333333333
RND multidrug efflux membrane fusion protein MexE precursor	0.166666666667
FIG00454145: hypothetical protein	0.166666666667
Menaquinone via futalosine step 3	1.0
putative alpha-1,6-mannanase	0.166666666667
Menaquinone via futalosine step 1	1.0
Glucose-1-phosphate cytidylyltransferase (EC 2.7.7.33)	1.0
Glycosyl hydrolase	0.833333333333
Phospholipase A1 precursor (EC 3.1.1.32, EC 3.1.1.4); Outer membrane phospholipase A	0.166666666667
COG1836 truncation	0.166666666667
tRNA-Glu-CTC	1.0
FIG00766320: hypothetical protein	0.166666666667
MG(2+) CHELATASE FAMILY PROTEIN / ComM-related protein	1.0
Bacillosamine/Legionaminic acid biosynthesis aminotransferase PglE; 4-keto-6-deoxy-N-Acetyl-D-hexosaminyl-(Lipid carrier) aminotransferase	0.166666666667
conserved hypothetical protein TIGR00305	0.166666666667
Alpha-N-acetylglucosaminidase (EC 3.2.1.50)	0.5
6-phosphofructokinase (EC 2.7.1.11)	0.5
DedA	0.666666666667
Protein-export membrane protein SecD (TC 3.A.5.1.1)	1.0
Alpha-mannosidase (EC 3.2.1.24)	0.5
cytochrome c, class I	0.833333333333
probable glycosyltransferase	0.5
phage shock protein C, PspC	0.5
tRNA-Gly-TCC	1.0
Protein YidD	0.833333333333
Deoxyadenosine kinase (EC 2.7.1.76) / Deoxyguanosine kinase (EC 2.7.1.113)	0.333333333333
ADP-ribosylglycohydrolase	0.166666666667
ADP-heptose--lipooligosaccharide heptosyltransferase II (EC 2.4.1.-)	0.666666666667
4-hydroxyphenylpyruvate dioxygenase (EC 1.13.11.27)	0.5
Cytochrome c heme lyase subunit CcmF	1.0
3-hydroxybutyryl-CoA dehydrogenase( EC:1.1.1.157 )	0.666666666667
Ferrous iron transport protein B	0.333333333333
ROK family Glucokinase with ambiguous substrate specificity	0.666666666667
Phosphoribosylanthranilate isomerase (EC 5.3.1.24)	1.0
GGDEF/response regulator receiver domain protein	0.166666666667
NAD-specific glutamate dehydrogenase (EC 1.4.1.2); NADP-specific glutamate dehydrogenase (EC 1.4.1.4)	1.0
rRNA small subunit methyltransferase, glucose inhibited division protein GidB	0.333333333333
FIG00802723: hypothetical protein	0.166666666667
putative glycosyl transferase, group 1 family protein	0.833333333333
Glutamyl-tRNA synthetase (EC 6.1.1.17)	0.333333333333
Glucose-fructose oxidoreductase (EC 1.1.99.28)	0.166666666667
Biotin carboxyl carrier protein of methylmalonyl-CoA decarboxylase; Biotin carboxyl carrier protein	0.166666666667
COG2382: Enterochelin esterase and related enzymes	0.166666666667
DNA topoisomerase I (EC 5.99.1.2)	1.0
Malto-oligosyltrehalose trehalohydrolase (EC 3.2.1.141)	1.0
Enoyl-CoA hydratase [isoleucine degradation] (EC 4.2.1.17) / 3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35)	0.666666666667
FIG01007969: hypothetical protein	0.166666666667
dolichol-p-glucose synthetase, (glycosyltransferase)	0.166666666667
Efflux transporter, RND family, MFP subunit, AcrA/E family	0.166666666667
membrane protein of unknown function	0.166666666667
metallo-beta-lactamase family protein	0.5
Inner membrane protein translocase component YidC, long form	1.0
conserved hypothetical protein, putative sugar translocase	0.333333333333
extracellular solute-binding protein, family 1	0.333333333333
Sugar phosphate isomerases/epimerases	0.666666666667
glycoside hydrolase, family 16	0.166666666667
SAM-dependent methyltransferase YafE (UbiE paralog)	0.333333333333
FIG006231: RNA-binding protein	0.166666666667
GTPase and tRNA-U34 5-formylation enzyme TrmE	1.0
Nitric-oxide reductase (EC 1.7.99.7), quinol-dependent	0.166666666667
CRISPR-associated protein Cas2	0.166666666667
Aspartokinase (EC 2.7.2.4)	1.0
peptidase S9, prolyl oligopeptidase active site region	0.666666666667
LSU ribosomal protein L24p (L26e)	1.0
putative protein	0.166666666667
glutaredoxin	0.833333333333
DsbA oxidoreductase	0.333333333333
FIG00802954: hypothetical protein	0.166666666667
LSU ribosomal protein L16p (L10e)	1.0
Probable transmembrane protein	0.666666666667
Cytidylate kinase (EC 2.7.4.14)	0.833333333333
Leucine-rich repeat containing protein	0.166666666667
Fumarylacetoacetate hydrolase family protein	1.0
FIG01132885: hypothetical protein	0.5
Translation elongation factor G	1.0
Alpha-galactosidase (EC 3.2.1.22)	0.666666666667
CDP-diacylglycerol--serine O-phosphatidyltransferase (EC 2.7.8.8)	1.0
Anthranilate synthase, amidotransferase component (EC 4.1.3.27) @ Para-aminobenzoate synthase, amidotransferase component (EC 2.6.1.85)	1.0
ApbE family lipoprotein	0.166666666667
ORF55	0.166666666667
FIG00680672: hypothetical protein	0.166666666667
Endonuclease III (EC 4.2.99.18)	1.0
biosynthesis of ubiquinone	0.833333333333
Tetraacyldisaccharide 4'-kinase (EC 2.7.1.130)	1.0
protocatechuate dioxygenase	0.166666666667
Recombination protein RecR	1.0
2-amino-3-carboxymuconate-6-semialdehyde decarboxylase (EC 4.1.1.45)	0.166666666667
Anaerobic dimethyl sulfoxide reductase chain B (EC 1.8.99.-)	0.5
2,4-dihydroxyhept-2-ene-1,7-dioic acid aldolase (EC 4.1.2.n4)	0.166666666667
putative phophoslipid binding protein	0.333333333333
UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase (EC 2.6.1.-)	0.5
zinc finger, CDGSH-type domain protein	0.5
L-fuconolactone hydrolase	0.833333333333
Xylulose-5-phosphate phosphoketolase (EC 4.1.2.9); Fructose-6-phosphate phosphoketolase (EC 4.1.2.22)	0.833333333333
Copper resistance protein B	0.166666666667
Aerobic C4-dicarboxylate transporter for fumarate, L-malate, D-malate, succunate	0.333333333333
pyoverdine efflux carrier and ATP binding protein	0.166666666667
Glucosylceramidase( EC:3.2.1.45 )	0.666666666667
Rod shape-determining protein RodA	1.0
2-methylcitrate dehydratase (EC 4.2.1.79)	0.5
LPXTG-motif cell wall anchor domain	0.333333333333
OstA family protein	0.666666666667
hypothetical protein APECO1_2271	0.166666666667
TonB family protein	0.666666666667
putative transcription regulator protein	0.166666666667
Neuraminidase (sialidase)	0.166666666667
TsaD/Kae1/Qri7 protein, required for threonylcarbamoyladenosine t(6)A37 formation in tRNA	0.166666666667
Inositol-1-monophosphatase (EC 3.1.3.25)	1.0
Sulfate adenylyltransferase subunit 1 (EC 2.7.7.4)	1.0
Magnesium and cobalt transport protein CorA	0.333333333333
LSU ribosomal protein L32p	0.833333333333
endo-1,4-beta-xylanase D precursor	0.5
Geranylgeranyl diphosphate reductase (EC 1.3.1.83)	0.166666666667
Potassium efflux system KefA protein / Small-conductance mechanosensitive channel	1.0
Alcohol dehydrogenase GroES-like	0.333333333333
ParA protein	0.333333333333
ABC transporter, ATPase subunit	0.833333333333
major facilitator superfamily MFS_1 transporter	0.333333333333
LSU ribosomal protein L28p	0.833333333333
lipopolysaccharide biosynthesis	0.5
Phosphate acetyltransferase (EC 2.3.1.8)	0.166666666667
FIG024850: short form Mg-chelase associated protein with vWA domain	1.0
MaoC domain protein dehydratase	0.166666666667
Rrf2-linked NADH-flavin reductase	0.166666666667
putative hemagglutinin-related protein	1.0
Alpha-amylase family protein	0.833333333333
Gluconokinase (EC 2.7.1.12)	1.0
restriction endonuclease	0.333333333333
Periplasmic aromatic aldehyde oxidoreductase, iron-sulfur subunit YagT	1.0
Putative 5'(3')-deoxyribonucleotidase (EC 3.1.3.-)	0.166666666667
Methyltransferase type 12	0.833333333333
Hypothetical, similar to sarcosine oxidase alpha subunit, 2Fe-2S domain	0.5
NADH-ubiquinone oxidoreductase chain E (EC 1.6.5.3)	1.0
MOSC domain protein	0.166666666667
methylated-DNA-(protein)-cysteine S-methyltransferase	0.5
Sensor protein zraS (EC 2.7.3.-)	0.166666666667
FIG00639138: hypothetical protein	0.166666666667
Penicillin amidase( EC:3.5.1.11 )	0.333333333333
Predicted rhamnulose-1-phosphate aldolase (EC 4.1.2.19) / Predicted lactaldehyde dehydrogenase (EC 1.2.1.22)	1.0
Hypothetical protein PA1329	0.5
Phosphoglycerate kinase (EC 2.7.2.3)	1.0
FIG00361269: hypothetical protein	0.5
Pyrimidine-nucleoside phosphorylase (EC 2.4.2.2)	1.0
6-phosphogluconolactonase (EC 3.1.1.31)	1.0
Glucose 1-dehydrogenase (EC 1.1.1.47)	0.333333333333
Molybdopterin oxidoreductase subunit, predicted; chaperone protein HtpG	0.833333333333
COG0779: clustered with transcription termination protein NusA	0.833333333333
1-deoxy-D-xylulose 5-phosphate reductoisomerase (EC 1.1.1.267)	1.0
FAD linked oxidase domain protein	0.333333333333
Periplasmic aromatic aldehyde oxidoreductase, FAD binding subunit YagS	1.0
Menaquinone via futalosine step 4	1.0
Uncharacterized oxidoreductase ydgJ (EC 1.-.-.-)	0.5
O-antigen flippase Wzx	0.5
L-arabinose 1-dehydrogenase (EC 1.1.1.46)	0.166666666667
Peptide chain release factor 1	1.0
protein of unknown function DUF151	0.333333333333
Glutaryl-CoA dehydrogenase (EC 1.3.99.7)	0.333333333333
UDP-N-acetylglucosamine 4,6-dehydratase (EC 4.2.1.-)	0.333333333333
tRNA-Lys-TTT	1.0
Isocitrate dehydrogenase [NADP] (EC 1.1.1.42)	0.666666666667
Protein of unknown function (DUF1501)	0.333333333333
kinase-like protein	1.0
Isoaspartyl aminopeptidase (EC 3.4.19.5) @ Asp-X dipeptidase	0.833333333333
Probable L-proline 4-hydroxylase	0.166666666667
protein of unknown function DUF336	0.333333333333
DEAD/DEAH box helicase-like	1.0
lipoprotein, putative	0.833333333333
dual specificity protein phosphatase	0.166666666667
Acetolactate synthase small subunit (EC 2.2.1.6)	1.0
radical SAM/B12 binding domain protein	0.5
Hydroxymethylpyrimidine phosphate synthase ThiC (EC 4.1.99.17)	0.166666666667
Mannose-1-phosphate guanylyltransferase (GDP) (EC 2.7.7.22)	1.0
2-isopropylmalate synthase (EC 2.3.3.13)	1.0
40-residue YVTN beta-propeller repeat protein	0.166666666667
flagellar hook-basal body complex subunit FliE	0.666666666667
membrane protein-like protein	0.166666666667
ATP synthase F0 sector subunit a (EC 3.6.3.14)	0.166666666667
protein of unknown function DUF796	0.333333333333
LSU ribosomal protein L36p	0.833333333333
Ankyrin	0.333333333333
FIG137478: Hypothetical protein	0.333333333333
TsaC protein (YrdC-Sua5 domains) required for threonylcarbamoyladenosine t(6)A37 modification in tRNA	0.166666666667
Oligopeptide ABC transporter, periplasmic oligopeptide-binding protein OppA (TC 3.A.1.5.1)	1.0
putative reductase	0.333333333333
Mn-containing catalase	0.166666666667
protein of unknown function DUF374	0.666666666667
Orotate phosphoribosyltransferase (EC 2.4.2.10)	1.0
Cna B domain protein	0.833333333333
Protein YciF	0.5
L-fucose mutarotase	0.166666666667
Putative membrane protein YeiH	0.833333333333
Cytochrome c-type biogenesis protein CcdA (DsbD analog)	0.166666666667
Ribosyl nicotinamide transporter, PnuC-like	0.333333333333
GDP-mannose 4,6-dehydratase (EC 4.2.1.47)	0.166666666667
Adenosine deaminase (EC 3.5.4.4)	1.0
hypothetical protein, putative hydrolase	0.166666666667
amino acid permease family protein	0.166666666667
possible protocatechuate dioxygenase	0.333333333333
ATP synthase F0 sector subunit c (EC 3.6.3.14)	0.166666666667
serine/threonine protein kinase	1.0
FIG001943: hypothetical protein YajQ	0.166666666667
CRISPR-associated protein, CT1134 family	0.166666666667
Chemotaxis protein CheD	0.333333333333
DNA internalization-related competence protein ComEC/Rec2	0.5
Serine phosphatase RsbU, regulator of sigma subunit	0.833333333333
amino acid permease-associated region	1.0
Phosphoribosylaminoimidazole carboxylase catalytic subunit (EC 4.1.1.21)	1.0
Purine nucleoside permease	0.666666666667
phosphohistidine phosphatase, SixA	1.0
Helix-turn-helix motif	0.666666666667
YceI	0.333333333333
Probable secreted glycosyl hydrolase	0.333333333333
Glucose-methanol-choline (GMC) oxidoreductase:NAD binding site	1.0
